subject,provider,published_date,contract_price,status,contract_url,procurement_entity,reference_number,method,successful_bidder,removal_date,published_by,published_on,signed_by,extraction_timestamp,bidder_type,bidder_name,bidder_price,bidder_rank,evaluation_stage,failure_reasons
Payment Of Managed Print Services (July & August),"<span class=""text-muted"">MFI OFFICE SOLUTIONS (UGANDA) LIMITED CHANGED TO  MFI  DOCUMENT  SOLUTIONS LTD</span>",30-09-2025,"UGX
                                            :24,379,395.99
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63848250,Uganda Registration Services Bureau,URSB/SUPLS/2025-2026/00023,Micro Procurement,MFI OFFICE SOLUTIONS (UGANDA) LIMITED CHANGED TO  MFI  DOCUMENT  SOLUTIONS LTD,30-09-2025,Head PDU,30 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:38.249744,successful_only,,,,,
Repair of Motor Vehicle No. UBF 383K - Nissan Caravan - Clutch system & rear light guards.,"<span class=""text-muted"">DA EDGE SYNERGIES CO.LTD</span>",16-09-2025,"UGX
                                            :5,538,920.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63352125,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00044,Request for Quotations/Proposals,DA EDGE SYNERGIES CO.LTD,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:40.413466,unsuccessful,EB AUTO SERVICES CLINIC LIMITED,"4,354,200.00",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",Preliminary Evaluation: Non Compliant
IEC materials for the Business Registration,"<span class=""text-muted"">MAKIVIN (U) LIMITED</span>",16-09-2025,"UGX
                                            :78,765,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63360225,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00071,Request for Quotations/Proposals,MAKIVIN (U) LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:42.610471,unsuccessful,BAKMARK CROWN HOLDINGS LIMITED,"82,069,000.00",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",Preliminary Evaluation: Non Compliant
IEC materials for the Business Registration,"<span class=""text-muted"">MAKIVIN (U) LIMITED</span>",16-09-2025,"UGX
                                            :78,765,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63360225,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00071,Request for Quotations/Proposals,MAKIVIN (U) LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:42.610471,unsuccessful,MUCHO INTERNATIONAL LIMITED,"87,025,000.00",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Higher Price
IEC materials for the Business Registration,"<span class=""text-muted"">MAKIVIN (U) LIMITED</span>",16-09-2025,"UGX
                                            :78,765,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63360225,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00071,Request for Quotations/Proposals,MAKIVIN (U) LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:42.610471,unsuccessful,ACTON UGANDA LIMITED,"85,000,120.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",High price
Repair & Replacement Of Laptop & Tablet Equipment,"<span class=""text-muted"">TERB LIMITED</span>",25-09-2025,"UGX
                                            :2,489,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63364275,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00097,Micro Procurement,TERB LIMITED,25-09-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:44.781407,successful_only,,,,,
"Platform setup for symposium workshop for entrepreneurs, fashion designers & small medium Enterprises.","<span class=""text-muted"">OMAHK EVENTS PLANNING & DECOR LTD</span>",16-09-2025,"UGX
                                            :6,021,776.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63392625,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00113,Request for Quotations/Proposals,OMAHK EVENTS PLANNING & DECOR LTD,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:46.976336,successful_only,,,,,
Digital Marketing - Hire of digital firm,"<span class=""text-muted"">PERCENTAGE CONSULT UGANDA - SMC LIMITED</span>",16-09-2025,"UGX
                                            :95,999,999.76
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63396675,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00055,Request for Quotations/Proposals,PERCENTAGE CONSULT UGANDA - SMC LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:49.141179,unsuccessful,STRATOS MARKETING HUB LIMITED,"94,872,000.00",0,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",Preliminary Evaluation: Non Compliant
Advertising and media services - Communication Content Generation,"<span class=""text-muted"">PERCENTAGE CONSULT UGANDA - SMC LIMITED</span>",16-09-2025,"UGX
                                            :16,499,999.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63408825,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00073,Request for Quotations/Proposals,PERCENTAGE CONSULT UGANDA - SMC LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:51.367660,unsuccessful,STRATOS MARKETING HUB LIMITED,"19,706,000.00",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",Preliminary Evaluation: Non Compliant
Repair of Motor Vehicle No. UBD 598M - 4WD System and ABS system,"<span class=""text-muted"">DA EDGE SYNERGIES CO.LTD</span>",16-09-2025,"UGX
                                            :7,626,340.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63425025,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00042,Request for Quotations/Proposals,DA EDGE SYNERGIES CO.LTD,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:53.581435,unsuccessful,EB AUTO SERVICES CLINIC LIMITED,"10,030,000.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Higher price
"Printing, Stationery, Photocopying and Binding - Corporate Gifts","<span class=""text-muted"">CREATIVE BRAND LIMITED</span>",16-09-2025,"UGX
                                            :18,699,999.02
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63427050,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00074,Request for Quotations/Proposals,CREATIVE BRAND LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:55.748240,unsuccessful,WAVE MEDIA GRAPHICS LIMITED,"34,031,200.00",4,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Higher price
"Printing, Stationery, Photocopying and Binding - Corporate Gifts","<span class=""text-muted"">CREATIVE BRAND LIMITED</span>",16-09-2025,"UGX
                                            :18,699,999.02
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63427050,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00074,Request for Quotations/Proposals,CREATIVE BRAND LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:55.748240,unsuccessful,MAGICWAX GRAPHICS LTD,"18,993,280.00",2,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Higher price
"Printing, Stationery, Photocopying and Binding - Corporate Gifts","<span class=""text-muted"">CREATIVE BRAND LIMITED</span>",16-09-2025,"UGX
                                            :18,699,999.02
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63427050,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00074,Request for Quotations/Proposals,CREATIVE BRAND LIMITED,30-09-2025,Head PDU,16 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:55.748240,unsuccessful,CORPORATE GIFTS LTD,"19,824,000.00",3,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: ResponsiveFinancial
                                                            Evaluation",Higher price
MOBILE INTERNET SERVICES,"<span class=""text-muted"">MTN (UGANDA) LIMITED</span>",25-09-2025,"UGX
                                            :49,248,163.76
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63453375,Uganda Registration Services Bureau,URSB/NCONS/2025-2026/00033,Request for Quotations/Proposals,MTN (UGANDA) LIMITED,10-10-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T12:54:58.068962,unsuccessful,BLUE CRANE COMMUNICATIONS (U) LIMITED,"47,524,500.00",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",Limited experience
